id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401282714,2021,1,regular,2021-08-28T17:20:00.000Z,false,false,true,41064,3832,Memorial Stadium,356,Illinois,Big Ten,30,2,14,14,0,0.4056606386617034,1393,1412,158,Nebraska,Big Ten,22,0,9,7,6,0.5943393613382966,1503,1484,5.4859812562,,
401286187,2021,1,regular,2021-08-28T18:00:00.000Z,false,false,false,26043,3660,Bulldog Stadium,278,Fresno State,Mountain West,45,7,24,7,7,0.9989676192140482,1464,1565,41,Connecticut,American Athletic,0,0,0,0,0,0.001032380785951803,1223,1122,1.5355562765,,
401309833,2021,1,regular,2021-08-28T19:30:00.000Z,false,false,false,32982,1056,Rose Bowl,26,UCLA,Pac-12,44,24,7,13,0,0.998923796291393,1517,1605,62,Hawai'i,Mountain West,10,3,0,7,0,0.0010762037086069487,1466,1378,1.3911846797,,
401282049,2021,1,regular,2021-08-29T01:30:00.000Z,false,false,false,19034,3601,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,3,0,3,0,0,0.0003672266073629033,1261,1182,2638,UTEP,Conference USA,30,17,3,10,0,0.9996327733926371,1222,1301,1.7024199439,,
401310693,2021,1,regular,2021-08-29T02:00:00.000Z,false,false,false,16204,3935,Spartan Stadium,23,San José State,Mountain West,45,21,17,7,0,,,,253,Southern Utah,,14,0,14,0,0,,,,,,
401282050,2021,1,regular,2021-09-01T23:30:00.000Z,false,true,false,0,3689,Cramton Bowl,55,Jacksonville State,,0,0,0,0,0,0.0003023172538635826,,,5,UAB,Conference USA,31,0,10,14,7,0.9996976827461365,,,2.1316123178,,Montgomery Kickoff
401309540,2021,1,regular,2021-09-02T23:00:00.000Z,false,false,false,13149,3919,Scheumann Stadium,2050,Ball State,Mid-American,31,7,0,14,10,0.9215833962326455,,,2710,Western Illinois,,21,0,7,7,7,0.07841660376735449,,,2.0262390412,,
401282051,2021,1,regular,2021-09-02T23:00:00.000Z,false,false,false,0,218,FIU Stadium,2229,Florida International,Conference USA,54,21,7,10,16,,,,112358,Long Island University,,10,0,10,0,0,,,,1.8254855440,,
401309542,2021,1,regular,2021-09-02T23:00:00.000Z,false,false,false,0,3965,UB Stadium,2084,Buffalo,Mid-American,69,14,24,21,10,0.9989708487592075,,,2681,Wagner,,7,0,0,0,7,0.001029151240792503,,,1.1537534212,,
401300995,2021,1,regular,2021-09-02T23:00:00.000Z,false,false,false,0,3652,Bright House Networks Stadium,2116,UCF,American Athletic,36,0,14,14,8,0.9342124591737911,1648,1651,68,Boise State,Mountain West,31,14,10,0,7,0.06578754082620886,1602,1599,10.2014008911,,
401328545,2021,1,regular,2021-09-02T23:00:00.000Z,false,false,false,16236,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,52,7,24,14,7,,,,2643,The Citadel,,14,0,0,7,7,,,,,,
401282607,2021,1,regular,2021-09-02T23:30:00.000Z,false,false,false,52633,3670,Carter-Finley Stadium,152,NC State,ACC,45,10,14,14,7,0.9987026978526787,1459,1564,58,South Florida,American Athletic,0,0,0,0,0,0.0012973021473212665,1251,1146,1.7199176694,,
401309834,2021,1,regular,2021-09-02T23:30:00.000Z,false,false,false,51511,587,Rice-Eccles Stadium,254,Utah,Pac-12,40,13,6,7,14,0.9832270850528867,,,2692,Weber State,,17,7,0,3,7,0.016772914947113304,,,1.7192597055,,
401300994,2021,1,regular,2021-09-02T23:30:00.000Z,false,false,false,15085,3674,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,17,3,7,7,0,,,,302,UC Davis,,19,7,3,3,6,,,,,,
401300993,2021,1,regular,2021-09-02T23:30:00.000Z,false,false,false,36752,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,33,14,6,7,6,0.9981479820345208,1659,1666,151,East Carolina,American Athletic,19,6,0,3,10,0.0018520179654791802,1403,1396,3.0846558976,,
401281952,2021,1,regular,2021-09-03T00:00:00.000Z,false,false,false,84314,3853,Neyland Stadium,2633,Tennessee,SEC,38,14,0,14,10,0.9851715866948813,1489,1524,189,Bowling Green,Mid-American,6,0,6,0,0,0.014828413305118748,1041,1006,1.2554934078,,
401282789,2021,1,regular,2021-09-03T00:00:00.000Z,false,false,true,50805,3953,TCF Bank Stadium,135,Minnesota,Big Ten,31,0,14,7,10,0.170686074828574,1585,1582,194,Ohio State,Big Ten,45,7,3,21,14,0.829313925171426,1905,1908,4.2812072260,,
401282180,2021,1,regular,2021-09-03T00:00:00.000Z,false,false,false,16236,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,59,7,21,17,14,0.9974874797982355,,,2630,UT Martin,,21,7,7,0,7,0.002512520201764512,,,3.4696869058,,
401310696,2021,1,regular,2021-09-03T00:00:00.000Z,false,false,false,15908,3971,University Stadium,167,New Mexico,Mountain West,27,14,7,3,3,,,,2277,Houston Baptist,,17,0,10,0,7,,,,,,
401310694,2021,1,regular,2021-09-03T02:00:00.000Z,false,false,false,21970,6501,Allegiant Stadium,2439,UNLV,Mountain West,33,0,6,0,14,,,,331,Eastern Washington,,35,0,3,17,0,,,,,,
401309835,2021,1,regular,2021-09-03T02:30:00.000Z,false,false,false,44456,3947,Sun Devil Stadium,9,Arizona State,Pac-12,41,13,15,6,7,0.9989417266712739,,,253,Southern Utah,,14,7,0,7,0,0.0010582733287261004,,,1.1008051137,,
401309937,2021,1,regular,2021-09-03T22:00:00.000Z,false,false,true,65632,3799,Lane Stadium,259,Virginia Tech,ACC,17,7,7,0,3,0.9657623026389909,1534,1555,153,North Carolina,ACC,10,0,0,7,3,0.03423769736100912,1724,1703,6.1739447701,,
401282608,2021,1,regular,2021-09-03T23:00:00.000Z,false,false,false,25673,3630,BB&T Field,154,Wake Forest,ACC,42,14,14,7,7,,1519,1580,295,Old Dominion,Conference USA,10,3,0,0,7,,1303,1242,,,
401282052,2021,1,regular,2021-09-03T23:00:00.000Z,false,false,false,14125,4418,Jerry Richardson Stadium,2429,Charlotte,Conference USA,31,7,3,7,14,0.3802794763077427,1366,1366,150,Duke,ACC,28,0,14,0,14,0.6197205236922573,1294,1294,9.9391115015,,
401309541,2021,1,regular,2021-09-03T23:00:00.000Z,false,false,false,16461,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,35,14,14,7,0,,,,2598,St Francis (PA),,15,0,7,0,8,,,,,,
401287888,2021,1,regular,2021-09-04T00:00:00.000Z,false,false,false,26103,3833,Memorial Stadium,2305,Kansas,Big 12,17,0,7,3,7,0.3566755518023538,,,233,South Dakota,,14,0,0,7,7,0.6433244481976462,,,6.3957990631,,
401309836,2021,1,regular,2021-09-04T01:00:00.000Z,false,false,false,44153,3726,Folsom Field,38,Colorado,Pac-12,35,0,14,7,14,0.9986483170794433,,,2458,Northern Colorado,,7,0,0,7,0,0.0013516829205566516,,,1.3054248484,,
401310695,2021,1,regular,2021-09-04T01:00:00.000Z,false,false,false,32327,5388,Canvas Stadium,36,Colorado State,Mountain West,23,0,10,0,13,,,,2571,South Dakota State,,42,7,14,14,7,,,,,,
401282782,2021,1,regular,2021-09-04T01:00:00.000Z,false,false,true,34248,3911,Ryan Field,77,Northwestern,Big Ten,21,0,7,0,14,0.008688733173155496,1639,1574,127,Michigan State,Big Ten,38,14,7,7,10,0.9913112668268445,1424,1489,3.3080173367,,
401282815,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,true,76832,347,Camp Randall Stadium,275,Wisconsin,Big Ten,10,0,0,7,3,0.8185644967745165,1744,1727,213,Penn State,Big Ten,16,0,0,7,9,0.18143550322548352,1668,1685,8.6262290777,,
401309601,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,18280,4246,Georgia State Stadium,2247,Georgia State,Sun Belt,10,0,7,3,0,0.011110718672779117,1410,1334,349,Army,FBS Independents,43,14,13,6,10,0.9888892813272209,1549,1625,2.2807184063,,
401282822,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,52519,6577,SHI Stadium,164,Rutgers,Big Ten,61,12,14,14,21,0.9876925847980061,1393,1523,218,Temple,American Athletic,14,0,7,7,0,0.012307415201993854,1304,1174,2.5080153060,,
401281947,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,47693,3683,Commonwealth Stadium,96,Kentucky,SEC,45,14,14,3,14,0.9989399455856591,1550,1593,2433,Louisiana Monroe,Sun Belt,10,7,0,0,3,0.0010600544143408719,1101,1058,1.5118704405,,
401287889,2021,1,regular,2021-09-04T16:00:00.000Z,false,true,false,28668,3687,AT&T Stadium,2306,Kansas State,Big 12,24,7,7,0,10,0.9885480025786976,1447,1497,24,Stanford,Pac-12,7,0,0,0,7,0.011451997421302429,1491,1441,3.0408518701,,
401282772,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,109295,3558,Michigan Stadium,130,Michigan,Big Ten,47,10,17,6,14,0.9986865417930266,1591,1672,2711,Western Michigan,Mid-American,14,7,0,0,7,0.0013134582069733725,1510,1429,2.3235980123,,
401282609,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,28991,3615,Alumni Stadium,103,Boston College,ACC,51,7,20,3,21,0.9989204847197184,,,2142,Colgate,,0,0,0,0,0,0.0010795152802816066,,,1.0793145235,,
401287894,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,42206,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,40,14,23,3,0,0.021390135630190765,1875,1869,2655,Tulane,American Athletic,35,14,0,8,13,0.9786098643698092,1597,1603,2.1698702327,,
401286188,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,18782,3892,Rentschler Field,41,Connecticut,American Athletic,28,14,7,7,0,0.02503652197942647,,,107,Holy Cross,,38,7,17,7,7,0.9749634780205735,,,6.4352510272,,
401327913,2021,1,regular,2021-09-04T16:00:00.000Z,false,false,false,85938,3834,Memorial Stadium,158,Nebraska,Big Ten,52,7,17,14,14,0.9028727534360819,,,2230,Fordham,,7,0,7,0,0,0.09712724656391813,,,1.3091986595,,
401310861,2021,1,regular,2021-09-04T18:00:00.000Z,false,false,false,30012,3713,Falcon Stadium,2005,Air Force,Mountain West,35,14,14,0,7,,,,322,Lafayette,,14,0,7,7,0,,,,,,
401309838,2021,1,regular,2021-09-04T18:00:00.000Z,false,false,false,0,3626,Autzen Stadium,2483,Oregon,Pac-12,31,14,7,0,10,0.6554397056353632,1698,1700,278,Fresno State,Mountain West,24,0,13,8,3,0.34456029436463675,1565,1563,6.5519471201,,
401281943,2021,1,regular,2021-09-04T18:00:00.000Z,false,false,false,64065,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,38,7,0,10,21,0.9906022601032428,1417,1470,242,Rice,Conference USA,17,0,10,7,0,0.009397739896757185,1447,1394,2.1002190170,,
401282174,2021,1,regular,2021-09-04T19:30:00.000Z,false,false,false,30131,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,American Athletic,7,0,0,0,7,0.0015932988484657657,1380,1275,276,Marshall,Conference USA,49,14,7,7,21,0.9984067011515342,1535,1640,2.1046809431,,
401300996,2021,1,regular,2021-09-04T19:30:00.000Z,false,false,false,37978,3854,Nippert Stadium,2132,Cincinnati,American Athletic,49,21,14,0,14,0.9989680828534763,1783,1836,193,Miami (OH),Mid-American,14,0,0,0,14,0.001031917146523731,1426,1373,1.2835892447,,
401282723,2021,1,regular,2021-09-04T19:30:00.000Z,false,false,true,68166,3793,Kinnick Stadium,2294,Iowa,Big Ten,34,14,17,0,3,0.9979199925443467,1805,1860,84,Indiana,Big Ten,6,3,0,3,0,0.0020800074556532877,1649,1594,2.2651769074,,
401282764,2021,1,regular,2021-09-04T19:30:00.000Z,false,false,false,43811,3665,Maryland Stadium,120,Maryland,Big Ten,30,17,3,0,10,0.98110910610178,1379,1395,277,West Virginia,Big 12,24,14,7,0,3,0.018890893898219963,1549,1533,8.6806655519,,
401281942,2021,1,regular,2021-09-04T19:30:00.000Z,false,true,false,71829,5348,Mercedes-Benz Stadium,2390,Miami,ACC,13,0,3,10,0,0.01176962249522609,1606,1584,333,Alabama,SEC,44,10,17,14,3,0.9882303775047739,2099,2121,0.7900699466,,
401281950,2021,1,regular,2021-09-04T20:00:00.000Z,false,false,false,46237,3838,Faurot Field,142,Missouri,SEC,34,7,10,7,10,0.5274031244762054,1503,1515,2117,Central Michigan,Mid-American,24,7,7,0,10,0.4725968755237946,1438,1426,6.5597184067,,
401282612,2021,1,regular,2021-09-04T20:00:00.000Z,false,false,false,41486,3752,Heinz Field,221,Pittsburgh,ACC,51,13,10,14,14,0.9988486164510799,1543,1609,113,UMass,FBS Independents,7,0,0,0,7,0.0011513835489200819,1061,995,1.1508209908,,
401310697,2021,1,regular,2021-09-04T20:00:00.000Z,false,false,false,27007,3984,War Memorial Stadium,2751,Wyoming,Mountain West,19,0,3,0,16,0.9891546913521992,,,147,Montana State,,16,7,0,0,9,0.010845308647800755,,,11.2612057931,,
401281949,2021,1,regular,2021-09-04T20:00:00.000Z,false,false,false,44669,3693,Davis Wade Stadium,344,Mississippi State,SEC,35,14,0,0,21,0.5783879057964902,1513,1508,2348,Louisiana Tech,Conference USA,34,7,14,10,3,0.42161209420350976,1337,1342,6.8510707457,,
401287892,2021,1,regular,2021-09-04T20:30:00.000Z,false,false,false,91113,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,38,7,7,14,10,0.9787923181246069,1767,1801,309,Louisiana,Sun Belt,18,3,3,6,6,0.021207681875393125,1645,1611,3.8381599324,,
401287887,2021,1,regular,2021-09-04T20:30:00.000Z,false,false,false,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,16,3,10,0,3,0.8786943269118912,,,2460,Northern Iowa,,10,7,3,0,0,0.1213056730881088,,,3.4750110544,,
401309842,2021,1,regular,2021-09-04T21:00:00.000Z,false,false,false,54398,477,Los Angeles Memorial Coliseum,30,USC,Pac-12,30,10,3,0,17,,1628,1672,23,San José State,Mountain West,7,0,0,7,0,,1513,1469,,,
401309600,2021,1,regular,2021-09-04T22:00:00.000Z,false,false,false,15089,3608,Paulson Stadium,290,Georgia Southern,Sun Belt,30,3,17,0,10,,,,2241,Gardner-Webb,,25,6,0,6,13,,,,,,
401286294,2021,1,regular,2021-09-04T22:00:00.000Z,false,false,false,15834,3992,Williams Stadium,2335,Liberty,FBS Independents,48,14,6,14,14,0.9975063541111128,,,2097,Campbell,,7,0,7,0,0,0.0024936458888872304,,,1.8277711552,,
401287893,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,26573,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,22,3,7,3,9,0.027570083271535584,1269,1275,239,Baylor,Big 12,29,7,7,10,5,0.9724299167284645,1525,1519,3.4324554132,,
401282819,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,53656,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,30,7,6,3,14,0.5320373839543777,1469,1482,204,Oregon State,Pac-12,21,7,0,0,14,0.4679626160456223,1449,1436,7.8864166440,,
401282611,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,23904,3876,Peden Stadium,195,Ohio,Mid-American,9,0,6,0,3,,1564,1489,183,Syracuse,ACC,29,9,3,10,7,,1358,1433,,,
401287886,2021,1,regular,2021-09-04T23:00:00.000Z,false,true,false,43478,3891,NRG Stadium,248,Houston,American Athletic,21,14,7,0,0,0.011056395958785482,1495,1457,2641,Texas Tech,Big 12,38,0,7,17,14,0.9889436040412145,1455,1493,6.4519450646,,
401309543,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,0,3739,Glass Bowl,2649,Toledo,Mid-American,49,14,14,14,7,0.9989709925009136,,,2450,Norfolk State,,10,7,0,0,3,0.0010290074990864095,,,1.0562631389,,
401281951,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,64868,3994,Williams-Brice Stadium,2579,South Carolina,SEC,46,15,14,3,14,0.9986969045846604,,,2197,Eastern Illinois,,0,0,0,0,0,0.0013030954153395724,,,1.1743357656,,
401300998,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,0,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,56,7,28,14,7,0.9989704496065108,,,2000,Abilene Christian,,9,0,3,6,0,0.0010295503934891759,,,1.2195402590,,
401309602,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,22399,3975,Veterans Memorial Stadium,2653,Troy,Sun Belt,55,14,20,14,7,0.9985643385639026,,,2582,Southern,,3,0,3,0,0,0.001435661436097413,,,1.2421414423,,
401309598,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,15662,3625,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,40,3,3,14,20,0.9863754340969222,,,2110,Central Arkansas,,21,7,0,7,7,0.013624565903077812,,,5.4186020668,,
401300997,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,30263,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,42,10,19,6,7,0.9898961142112114,,,2447,Nicholls,,17,7,0,7,3,0.010103885788788625,,,2.0287213610,,
401282173,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,15017,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Conference USA,50,0,21,7,22,,,,2405,Monmouth,,15,0,7,8,0,,,,,,
401287890,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,50807,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,23,6,14,0,3,0.866842312600251,,,2623,Missouri State,,16,0,3,6,7,0.13315768739974898,,,5.7464549428,,
401281944,2021,1,regular,2021-09-04T23:00:00.000Z,false,false,false,83821,3785,Jordan-Hare Stadium,2,Auburn,SEC,60,13,24,16,7,0.9989678214762067,1665,1740,2006,Akron,Mid-American,10,0,0,0,10,0.0010321785237933367,1104,1029,1.1278404344,,
401282613,2021,1,regular,2021-09-04T23:30:00.000Z,false,false,false,42982,3923,Scott Stadium,258,Virginia,ACC,43,3,14,12,14,0.9973676494447083,,,2729,William & Mary,,0,0,0,0,0,0.0026323505552916515,,,1.4621209350,,
401281946,2021,1,regular,2021-09-04T23:30:00.000Z,false,true,false,0,3628,Bank of America Stadium,228,Clemson,ACC,3,0,0,0,3,0.0021786791632543196,1942,1924,61,Georgia,SEC,10,0,7,3,0,0.9978213208367457,1800,1818,6.2345959402,,
401282610,2021,1,regular,2021-09-04T23:30:00.000Z,false,false,false,33651,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,21,0,7,0,14,,1370,1365,2459,Northern Illinois,Mid-American,22,7,7,0,8,,1303,1308,,,
401281945,2021,1,regular,2021-09-04T23:30:00.000Z,false,false,false,86840,3634,Ben Hill Griffin Stadium,57,Florida,SEC,35,14,0,7,14,0.9918960232991294,1700,1730,2226,Florida Atlantic,Conference USA,14,0,0,0,14,0.008103976700870597,1505,1475,1.5270157343,,
401282175,2021,1,regular,2021-09-04T23:30:00.000Z,false,false,false,18716,3825,Apogee Stadium,249,North Texas,Conference USA,44,7,17,17,3,0.9983080868428317,,,2466,Northwestern State,,14,0,14,0,0,0.0016919131571683232,,,2.5549712982,,
401282179,2021,1,regular,2021-09-04T23:30:00.000Z,false,false,false,33906,3832,Memorial Stadium,356,Illinois,Big Ten,30,0,14,3,13,0.07725225121139008,1412,1401,2636,UT San Antonio,Conference USA,37,7,13,3,14,0.9227477487886099,1445,1456,6.8133547384,,
401309839,2021,1,regular,2021-09-05T00:00:00.000Z,false,false,false,64053,3765,Husky Stadium,264,Washington,Pac-12,7,7,0,0,0,0.1349379696271513,,,149,Montana,,13,3,0,0,10,0.8650620303728487,,,4.4790919129,,
401282177,2021,1,regular,2021-09-05T00:00:00.000Z,false,false,false,20156,6526,Hancock Whitney Stadium,6,South Alabama,Sun Belt,31,0,14,10,7,0.95949849704833,1266,1337,2572,Southern Mississippi,Conference USA,7,7,0,0,0,0.04050150295166999,1360,1289,21.5355699358,,
401282054,2021,1,regular,2021-09-05T00:00:00.000Z,false,false,false,22029,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,3,3,0,0,0,,,,2193,East Tennessee State,,23,0,10,3,10,,,,,,
401282053,2021,1,regular,2021-09-05T00:00:00.000Z,false,false,false,97339,3795,Kyle Field,245,Texas A&M,SEC,41,10,0,17,14,0.998324813334281,1745,1792,2309,Kent State,Mid-American,10,3,0,0,7,0.0016751866657189751,1441,1394,1.8129877546,,
401287891,2021,1,regular,2021-09-05T00:00:00.000Z,false,false,false,35377,3616,Amon G. Carter Stadium,2628,TCU,Big 12,45,21,14,3,7,,,,2184,Duquesne,,3,0,0,3,0,,,,,,
401281948,2021,1,regular,2021-09-05T00:30:00.000Z,false,false,false,68123,1056,Rose Bowl,26,UCLA,Pac-12,38,0,14,10,14,0.991959168531607,1605,1630,99,LSU,SEC,27,0,10,10,7,0.008040831468392962,1671,1646,6.7822278147,,
401282178,2021,1,regular,2021-09-05T01:00:00.000Z,false,false,false,14554,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,38,10,0,7,21,0.9708432634648745,,,2065,Bethune-Cookman,,28,0,0,14,14,0.029156736535125516,,,3.8740664240,,
401309841,2021,1,regular,2021-09-05T02:30:00.000Z,false,true,false,54541,6501,Allegiant Stadium,12,Arizona,Pac-12,16,0,3,10,3,0.06720718622641986,1278,1304,252,BYU,FBS Independents,24,0,14,7,3,0.9327928137735801,1837,1811,3.0368743338,,
401310699,2021,1,regular,2021-09-05T02:30:00.000Z,false,false,false,10116,3932,Qualcomm Stadium,21,San Diego State,Mountain West,28,0,0,21,7,0.9506216485313049,1578,1582,166,New Mexico State,FBS Independents,10,3,7,0,0,0.04937835146869507,1182,1178,1.5533801210,,
401309837,2021,1,regular,2021-09-05T02:30:00.000Z,false,false,false,35117,3831,California Memorial Stadium,25,California,Pac-12,17,14,0,0,3,0.28564618713586803,1461,1454,2440,Nevada,Mountain West,22,0,13,9,0,0.714353812864132,1488,1495,6.3284486527,,
401309840,2021,1,regular,2021-09-05T03:00:00.000Z,false,false,false,24944,3820,Martin Stadium,265,Washington State,Pac-12,23,0,6,14,3,0.09297959482925705,1511,1494,328,Utah State,Mountain West,26,3,2,6,15,0.9070204051707429,1319,1336,6.8600084415,,
401310698,2021,1,regular,2021-09-05T03:59:00.000Z,false,false,false,0,3610,Aloha Stadium,62,Hawai'i,Mountain West,49,28,7,7,7,,,,2502,Portland State,,35,0,7,21,7,,,,,,
401282614,2021,1,regular,2021-09-05T23:30:00.000Z,false,false,true,68316,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,38,7,7,6,18,0.5529294591295038,1355,1374,87,Notre Dame,FBS Independents,41,7,10,21,0,0.44707054087049625,1783,1764,7.4132284343,,
401282055,2021,1,regular,2021-09-07T00:00:00.000Z,false,true,false,30709,5348,Mercedes-Benz Stadium,145,Ole Miss,SEC,43,9,17,3,14,0.959034350255497,1575,1625,97,Louisville,ACC,24,0,0,10,14,0.04096564974450303,1559,1509,4.6236823229,,
401287896,2021,2,regular,2021-09-10T23:30:00.000Z,false,false,false,17697,3654,Brooks Stadium,324,Coastal Carolina,Sun Belt,49,7,21,7,14,0.9989309281917668,1636,1655,2305,Kansas,Big 12,22,9,6,7,0,0.0010690718082332351,1161,1142,2.1471409745,,
401282616,2021,2,regular,2021-09-11T00:00:00.000Z,false,false,false,18091,3982,Wallace Wade Stadium,150,Duke,ACC,45,0,21,21,3,0.9927292037932525,,,2448,North Carolina A&T,,17,7,7,3,0,0.007270796206747532,,,2.7705153657,,
401310701,2021,2,regular,2021-09-11T01:00:00.000Z,false,false,false,18124,3905,Romney Stadium,328,Utah State,Mountain West,48,7,13,7,21,0.9841041425688247,,,155,North Dakota,,24,21,0,3,0,0.015895857431175275,,,7.1404332369,,
401282191,2021,2,regular,2021-09-11T01:30:00.000Z,false,false,false,35518,3653,Albertsons Stadium,68,Boise State,Mountain West,54,10,31,10,3,0.998830383494713,1599,1679,2638,UTEP,Conference USA,13,3,10,0,0,0.0011696165052870189,1301,1221,1.4886012117,,
401282624,2021,2,regular,2021-09-11T15:00:00.000Z,false,false,false,36036,3923,Scott Stadium,258,Virginia,ACC,42,14,7,14,7,0.9983079298681485,1509,1569,356,Illinois,Big Ten,14,0,7,7,0,0.0016920701318514642,1401,1341,2.3757711906,,
401309545,2021,2,regular,2021-09-11T15:30:00.000Z,false,false,false,0,3696,Dix Stadium,2309,Kent State,Mid-American,60,22,17,14,7,0.9989615281210144,,,2678,VMI,,10,0,0,3,7,0.0010384718789856473,,,1.4477296926,,
401282193,2021,2,regular,2021-09-11T15:30:00.000Z,false,false,false,25989,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,38,0,21,7,10,0.9926715903278026,1625,1623,98,Western Kentucky,Conference USA,35,0,14,0,21,0.007328409672197389,1399,1401,3.7649948148,,
401282804,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,26181,3911,Ryan Field,77,Northwestern,Big Ten,24,14,0,3,7,0.993594946190737,,,282,Indiana State,,6,0,0,0,6,0.006405053809263039,,,1.4572920635,,
401282066,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,82203,3853,Neyland Stadium,2633,Tennessee,SEC,34,10,10,7,7,0.07913920512014705,1524,1517,221,Pittsburgh,ACC,41,0,27,7,7,0.920860794879853,1609,1616,6.0922022394,,
401287899,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,52127,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,28,0,7,0,21,0.24334540455091583,1661,1661,202,Tulsa,American Athletic,23,0,7,7,9,0.7566545954490842,1525,1525,7.4554893227,,
401282065,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,40816,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,17,7,7,0,3,0.012832709442353393,1396,1391,2579,South Carolina,SEC,20,0,7,7,6,0.9871672905576466,1390,1395,7.8725658663,,
401282618,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,35195,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,45,14,10,7,14,0.992537025526418,,,338,Kennesaw State,,17,0,3,0,14,0.007462974473582018,,,2.7576325546,,
401282625,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,21896,3630,BB&T Field,154,Wake Forest,ACC,41,7,17,17,0,0.9942322572304846,,,2450,Norfolk State,,16,3,6,0,7,0.005767742769515416,,,1.2411626599,,
401282058,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,82745,3785,Jordan-Hare Stadium,2,Auburn,SEC,62,6,14,35,7,0.9987917273925835,,,2011,Alabama State,,0,0,0,0,0,0.0012082726074165162,,,1.0631171177,,
401282790,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,43372,3953,TCF Bank Stadium,135,Minnesota,Big Ten,31,7,14,0,10,0.8186668702475108,1582,1579,193,Miami (OH),Mid-American,26,0,3,10,13,0.18133312975248916,1373,1376,2.9544898026,,
401282783,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,70103,3936,Spartan Stadium,127,Michigan State,Big Ten,42,14,21,7,0,0.9989014610748778,,,2754,Youngstown State,,14,0,7,7,0,0.0010985389251222388,,,1.2550972948,,
401282809,2021,2,regular,2021-09-11T16:00:00.000Z,false,false,false,100482,3861,Ohio Stadium,194,Ohio State,Big Ten,28,0,7,7,14,0.21123350369086538,1908,1878,2483,Oregon,Pac-12,35,0,14,14,7,0.7887664963091346,1700,1730,7.2987843752,,
